reactiveSite,EC1,EC2,EC3,EC4,EC5,EC6
19|19|26|28|39|44|44|,0,0,1,0,0,0
19|19|26|28|3|39|44|,0,0,1,0,0,0
19|19|26|28|3|3|39|,0,0,1,0,0,0
19|19|26|28|44|44|,1,0,0,0,0,0
19|19|26|28|44|44|44|44|44|,0,0,0,1,0,0
19|19|26|29|44|,0,0,0,1,0,0
19|19|26|32|44|44|,1,0,0,0,0,0
19|19|26|36|44|44|,1,0,0,0,0,0
19|19|26|37|44|44|,1,0,0,0,0,0
19|19|27|,1,0,1,0,0,0
19|19|27|27|29|3|41|44|,0,1,0,0,1,0
19|19|27|27|29|41|41|44|,0,1,0,0,0,0
19|19|27|27|3|,0,0,1,0,0,0
19|19|27|29|29|3|44|,0,0,1,0,0,0
19|19|27|29|31|41|41|44|,0,1,0,0,0,0
19|19|27|29|35|41|41|44|,0,1,0,0,0,0
19|19|27|29|3|31|41|44|,0,1,0,0,0,0
19|19|27|29|3|35|41|44|,0,1,0,0,0,0
19|19|27|29|3|41|44|,0,0,0,1,0,0
19|19|27|29|41|41|44|61|,0,1,0,0,0,0
19|19|27|29|44|,0,1,0,0,0,0
19|19|28|32|44|44|,1,0,0,0,0,0
19|19|28|37|44|44|,1,0,0,0,0,0
19|19|28|3|31|44|,0,0,0,1,0,0
19|19|28|3|34|44|,0,0,0,1,0,0
19|19|28|3|39|44|,0,0,0,1,0,0
19|19|28|3|40|44|,0,0,0,1,0,0
19|19|28|7|,1,0,0,0,0,0
19|19|28|9|,1,0,0,0,0,0
19|19|29|29|44|,0,0,1,0,0,0
19|19|29|31|44|,0,1,0,0,1,0
19|19|29|39|44|,0,0,0,1,1,0
19|19|29|39|44|44|44|,0,0,0,1,0,0
19|19|29|3|39|44|44|,0,0,0,1,0,0
19|19|29|3|3|31|44|,0,0,0,0,1,0
19|19|29|3|3|39|44|,0,0,0,0,1,0
19|19|29|3|3|3|3|44|44|,0,0,0,1,0,0
19|19|29|3|3|3|44|44|44|,0,0,0,1,0,0
19|19|29|3|3|44|44|44|44|,0,0,0,1,0,0
19|19|29|3|44|44|44|44|44|,0,0,0,1,0,0
19|19|29|44|,0,0,0,1,0,0
19|19|29|44|44|44|44|44|44|,0,0,0,1,0,0
19|19|29|44|61|,0,1,0,0,0,0
19|19|29|44|8|,0,0,0,1,0,0
19|19|31|44|,1,0,0,0,0,0
19|19|32|32|44|44|,1,0,0,0,0,0
19|19|32|36|44|44|,1,0,0,0,0,0
19|19|32|37|44|44|,1,0,0,0,0,0
19|19|34|44|,1,0,0,0,0,0
19|19|36|37|44|44|,1,0,0,0,0,0
19|19|37|37|44|44|,1,0,0,0,0,0
19|19|39|44|44|44|,0,0,0,0,1,0
19|19|3|31|44|,0,0,0,1,0,0
19|19|3|34|44|,0,0,0,1,0,0
19|19|3|39|44|,0,0,0,1,0,0
19|19|3|3|31|34|44|44|,1,0,0,0,0,0
19|19|3|3|34|34|,1,0,0,0,0,0
19|19|3|40|44|,0,0,0,1,0,0
19|19|3|44|44|,1,0,0,0,0,0
19|19|44|44|,1,0,0,0,0,0
19|19|8|,1,0,0,0,0,0
19|19|9|,1,0,0,0,0,0
19|20|,1,0,0,0,0,0
19|20|20|20|20|20|27|27|41|44|,0,0,0,0,1,0
19|20|20|22|28|29|3|44|,1,0,0,0,0,0
19|20|20|22|28|29|44|44|,1,0,0,0,0,0
19|20|20|25|39|44|,0,0,0,0,1,0
19|20|20|26|28|29|3|44|,1,0,0,0,0,0
19|20|20|26|28|29|44|44|,1,0,0,0,0,0
19|20|20|26|28|39|44|44|44|,1,0,0,0,0,0
19|20|20|26|28|3|39|44|44|,1,0,0,0,0,0
19|20|20|26|37|44|,1,0,0,0,0,0
19|20|20|26|3|37|,1,0,0,0,0,0
19|20|20|27|29|,0,0,0,0,1,0
19|20|20|27|3|3|3|3|44|,0,0,0,0,1,0
19|20|20|29|44|,0,0,0,1,0,0
19|20|22|22|44|,0,0,0,0,1,0
19|20|22|25|28|29|3|44|,1,0,0,0,0,0
19|20|22|25|28|29|44|44|,1,0,0,0,0,0
19|20|22|26|44|,0,0,0,0,1,0
19|20|24|29|44|,0,0,0,1,0,0
19|20|25|25|39|44|,0,0,0,0,1,0
19|20|25|26|28|29|3|44|,1,0,0,0,0,0
19|20|25|26|28|29|44|44|,1,0,0,0,0,0
19|20|25|39|44|44|,0,0,0,0,1,0
19|20|26|27|28|3|44|,0,0,0,1,0,0
19|20|26|27|28|44|44|,0,0,0,1,0,0
19|20|26|27|28|4|44|,0,0,0,1,0,0
19|20|26|28|29|3|44|,0,0,0,1,0,0
19|20|26|28|29|44|44|,0,0,0,1,0,0
19|20|26|28|29|4|44|,0,0,0,1,0,0
19|20|26|28|39|44|44|,0,0,1,0,0,0
19|20|26|28|3|39|44|,0,0,1,0,0,0
19|20|26|28|3|3|39|,0,0,1,0,0,0
19|20|26|29|44|,0,0,0,1,0,0
19|20|27|,1,0,1,0,0,0
19|20|27|27|29|3|41|44|,0,0,0,0,1,0
19|20|27|27|3|,0,0,1,0,0,0
19|20|27|29|29|3|44|,0,0,1,0,0,0
19|20|29|29|44|,0,0,1,0,0,0
19|20|29|31|44|,0,0,0,0,1,0
19|20|29|39|44|,0,0,0,1,1,0
19|20|29|3|3|31|44|,0,0,0,0,1,0
19|20|29|3|3|39|44|,0,0,0,0,1,0
19|20|29|3|3|3|3|44|44|,0,0,0,1,0,0
19|20|29|3|3|3|44|44|44|,0,0,0,1,0,0
19|20|29|3|3|44|44|44|44|,0,0,0,1,0,0
19|20|29|3|44|44|44|44|44|,0,0,0,1,0,0
19|20|29|44|44|44|44|44|44|,0,0,0,1,0,0
19|20|3|3|31|34|44|44|,1,0,0,0,0,0
19|20|3|3|34|34|,1,0,0,0,0,0
19|22|22|25|44|,0,0,0,0,1,0
19|22|22|44|44|,0,0,0,0,1,0
19|22|25|26|44|,0,0,0,0,1,0
19|22|25|26|44|44|,1,0,0,0,0,0
19|22|25|32|44|44|,1,0,0,0,0,0
19|22|25|37|44|44|,1,0,0,0,0,0
19|22|26|26|26|26|26|28|28|29|44|,0,0,1,0,0,0
19|22|26|26|28|44|,0,0,0,0,1,0
19|22|26|27|29|,0,0,0,0,1,0
19|22|26|44|44|,0,0,0,0,1,0
19|22|27|3|3|3|3|44|,0,0,0,1,0,0
19|22|28|31|44|,1,0,0,0,0,0
19|22|28|39|44|,1,0,0,1,0,0
19|24|24|29|44|,0,0,0,1,0,0
19|24|26|29|44|,0,0,0,1,0,0
19|25|25|25|39|44|,0,0,0,0,1,0
19|25|25|26|28|29|3|44|,1,0,0,0,0,0
19|25|25|26|28|29|44|44|,1,0,0,0,0,0
19|25|25|26|28|29|44|44|44|,0,0,0,1,0,0
19|25|25|26|28|44|44|44|44|,0,0,0,1,0,0
19|25|25|39|44|44|,0,0,0,0,1,0
19|25|26|26|28|28|29|44|44|,0,0,0,1,0,0
19|25|26|26|44|44|,1,0,0,0,0,0
19|25|26|28|29|39|44|44|44|,0,0,1,0,0,0
19|25|26|28|29|3|39|44|44|,0,0,1,0,0,0
19|25|26|28|29|3|3|39|44|,0,0,1,0,0,0
19|25|26|28|29|44|44|44|44|,0,0,0,1,0,0
19|25|26|28|44|44|,1,0,0,0,0,0
19|25|26|28|44|44|44|44|44|,0,0,0,1,0,0
19|25|26|32|44|44|,1,0,0,0,0,0
19|25|26|36|44|44|,1,0,0,0,0,0
19|25|26|37|44|44|,1,0,0,0,0,0
19|25|28|32|44|44|,1,0,0,0,0,0
19|25|28|37|44|44|,1,0,0,0,0,0
19|25|28|56|,1,0,0,0,0,0
19|25|29|31|44|,0,0,0,0,1,0
19|25|29|3|3|31|44|,0,0,0,0,1,0
19|25|29|3|3|3|3|44|44|,0,0,0,1,0,0
19|25|29|3|3|3|44|44|44|,0,0,0,1,0,0
19|25|29|3|3|44|44|44|44|,0,0,0,1,0,0
19|25|29|3|44|44|44|44|44|,0,0,0,1,0,0
19|25|29|44|,0,0,0,1,0,0
19|25|29|44|44|44|44|44|44|,0,0,0,1,0,0
19|25|31|44|,1,0,0,0,0,0
19|25|32|32|44|44|,1,0,0,0,0,0
19|25|32|36|44|44|,1,0,0,0,0,0
19|25|32|37|44|44|,1,0,0,0,0,0
19|25|34|44|,1,0,0,0,0,0
19|25|36|37|44|44|,1,0,0,0,0,0
19|25|37|37|44|44|,1,0,0,0,0,0
19|25|39|44|44|44|,0,0,0,0,1,0
19|25|3|3|31|34|44|44|,1,0,0,0,0,0
19|25|56|,1,0,0,0,0,0
19|26|26|26|26|26|26|28|28|,0,0,1,0,0,0
19|26|26|26|26|26|26|28|28|29|44|,0,0,1,0,0,0
19|26|26|26|28|3|44|,0,0,0,0,0,1
19|26|26|26|28|44|,0,0,0,0,1,0
19|26|26|26|28|44|44|,0,0,0,0,0,1
19|26|26|26|28|44|8|,0,0,0,0,0,1
19|26|26|27|29|,0,0,0,0,1,0
19|26|26|28|28|29|29|,0,0,1,0,0,0
19|26|26|28|28|29|29|29|44|,0,0,1,0,0,0
19|26|26|28|28|29|29|3|44|,0,0,1,0,0,0
19|26|26|28|28|29|29|44|44|,0,0,1,0,0,0
19|26|26|28|28|29|29|44|46|,0,0,1,0,0,0
19|26|26|28|28|29|3|,0,0,1,0,0,0
19|26|26|28|28|29|3|3|3|44|44|44|,0,0,0,1,0,0
19|26|26|28|28|29|3|3|44|,0,0,1,0,0,0
19|26|26|28|28|29|3|44|44|,0,0,1,0,0,0
19|26|26|28|28|29|3|44|46|,0,0,1,0,0,0
19|26|26|28|28|29|44|,0,0,1,0,0,0
19|26|26|28|28|29|44|44|44|,0,0,1,0,0,0
19|26|26|28|28|29|44|44|46|,0,0,1,0,0,0
19|26|26|28|28|29|44|46|46|,0,0,1,0,0,0
19|26|26|28|28|29|46|,0,0,1,0,0,0
19|26|26|28|28|3|3|,0,0,1,0,0,0
19|26|26|28|28|3|44|,0,1,1,0,0,0
19|26|26|28|28|3|44|44|8|,0,1,0,0,0,0
19|26|26|28|28|3|44|8|8|,0,1,0,0,0,0
19|26|26|28|28|3|46|,0,0,1,0,0,0
19|26|26|28|28|3|8|,0,1,0,0,0,0
19|26|26|28|28|44|44|,0,1,1,0,0,0
19|26|26|28|28|44|44|44|8|,0,1,0,0,0,0
19|26|26|28|28|44|44|8|8|,0,1,0,0,0,0
19|26|26|28|28|44|46|,0,0,1,0,0,0
19|26|26|28|28|44|8|,0,1,0,0,0,0
19|26|26|28|28|46|46|,0,0,1,0,0,0
19|26|26|29|44|,0,0,0,1,0,0
19|26|26|44|44|72|,0,0,0,1,0,0
19|26|27|3|3|4|41|,0,0,0,1,0,0
19|26|28|29|31|44|,0,0,0,1,0,0
19|26|28|29|3|3|44|,0,0,0,1,0,0
19|26|28|29|3|44|,0,0,0,1,0,0
19|26|28|29|3|44|44|,0,0,0,1,0,0
19|26|28|29|44|,0,0,0,0,1,0
19|26|28|29|44|44|,0,0,0,1,0,0
19|26|28|31|44|,1,0,0,0,0,0
19|26|28|39|44|,1,0,0,1,0,0
19|26|28|39|44|44|44|,0,1,0,0,0,0
19|26|28|39|44|44|46|,0,1,0,0,0,0
19|26|28|39|44|46|46|,0,1,0,0,0,0
19|26|28|3|39|44|44|,0,1,0,0,0,0
19|26|28|3|39|44|46|,0,1,0,0,0,0
19|26|28|3|3|39|44|,0,1,0,0,0,0
19|26|28|3|3|40|44|,0,1,0,0,0,0
19|26|28|3|40|44|44|,0,1,0,0,0,0
19|26|28|3|40|44|46|,0,1,0,0,0,0
19|26|28|3|44|,0,0,0,1,0,0
19|26|28|40|44|44|44|,0,1,0,0,0,0
19|26|28|40|44|44|46|,0,1,0,0,0,0
19|26|28|40|44|46|46|,0,1,0,0,0,0
19|26|28|41|,0,0,0,0,1,0
19|26|28|44|,1,0,0,1,1,0
19|26|28|44|44|,0,0,0,1,0,0
19|26|28|4|44|,0,0,0,1,0,0
19|26|28|8|,1,0,0,0,0,0
19|26|29|31|44|,0,0,0,0,1,0
19|26|29|3|37|44|44|,0,0,0,1,0,0
19|26|29|3|3|31|44|,0,0,0,0,1,0
19|26|29|3|3|37|44|,0,0,0,1,0,0
19|26|29|44|,0,0,1,0,0,0
19|26|31|44|,1,0,0,0,0,0
19|26|34|44|,1,0,0,0,0,0
19|26|39|,0,0,1,0,0,0
19|27|27|29|3|3|41|44|,0,0,0,0,1,0
19|27|27|29|41|41|,0,0,1,0,0,0
19|27|28|29|3|41|,0,0,1,0,0,0
19|27|28|29|41|44|,0,0,1,0,0,0
19|27|29|29|41|41|,0,0,1,0,0,0
19|27|29|3|41|44|,0,0,0,0,1,0
19|27|29|41|44|,0,0,1,0,0,0
19|27|3|3|3|41|44|,0,0,0,1,0,0
19|27|3|3|3|44|44|,0,0,0,1,0,0
19|27|3|3|44|,0,0,0,0,1,0
19|27|3|3|4|44|,0,0,0,0,1,0
19|28|29|29|3|41|,0,0,1,0,0,0
19|28|29|29|41|44|,0,0,1,0,0,0
19|28|29|56|,1,0,0,0,0,0
19|28|3|31|44|44|5|,0,0,0,1,0,0
19|28|3|3|31|44|44|,0,0,0,1,0,0
19|29|31|44|,0,0,1,0,0,0
19|29|35|,1,0,0,0,0,0
19|29|37|44|,0,0,1,0,0,0
19|29|3|3|3|41|44|,0,0,0,1,0,0
19|29|3|3|3|44|44|,0,0,0,1,0,0
19|29|3|3|44|44|,1,0,0,0,0,0
19|29|3|44|,1,0,0,0,0,0
19|29|3|44|44|44|,1,0,0,0,0,0
19|29|3|44|44|46|,1,0,0,0,0,0
19|29|3|44|44|58|,1,0,0,0,0,0
19|29|3|44|44|5|,1,0,0,0,0,0
19|29|3|44|5|,0,0,0,1,0,0
19|29|3|44|66|,0,0,1,0,0,0
19|29|3|44|69|,0,0,1,0,0,0
19|29|3|44|74|,0,0,1,0,0,0
19|29|3|44|77|,0,0,1,0,0,0
19|29|3|4|44|44|,1,0,0,0,0,0
19|29|44|44|,1,0,0,0,0,0
19|29|44|44|44|44|,1,0,0,0,0,0
19|29|44|44|44|46|,1,0,0,0,0,0
19|29|44|44|44|58|,1,0,0,0,0,0
19|29|44|44|46|46|,1,0,0,0,0,0
19|29|44|44|46|58|,1,0,0,0,0,0
19|29|44|44|58|58|,1,0,0,0,0,0
19|29|44|44|66|,0,0,1,0,0,0
19|29|44|44|69|,0,0,1,0,0,0
19|29|44|44|74|,0,0,1,0,0,0
19|29|44|44|77|,0,0,1,0,0,0
19|29|44|46|66|,0,0,1,0,0,0
19|29|44|46|69|,0,0,1,0,0,0
19|29|44|46|74|,0,0,1,0,0,0
19|29|44|46|77|,0,0,1,0,0,0
19|29|44|5|66|,0,0,1,0,0,0
19|29|44|5|69|,0,0,1,0,0,0
19|29|44|5|74|,0,0,1,0,0,0
19|29|44|5|77|,0,0,1,0,0,0
19|29|4|44|44|44|,1,0,0,0,0,0
19|29|4|44|44|46|,1,0,0,0,0,0
19|29|4|44|44|58|,1,0,0,0,0,0
19|29|4|4|44|44|,1,0,0,0,0,0
19|29|56|,1,0,0,0,0,0
19|31|39|,0,0,1,0,0,0
19|31|44|,1,0,0,0,0,0
19|31|44|44|,1,0,0,0,0,0
19|31|44|44|44|,1,0,0,0,0,0
19|31|44|44|46|,1,0,0,0,0,0
19|31|44|46|46|,1,0,0,0,0,0
19|31|8|,0,1,0,0,0,0
19|34|44|,1,0,0,0,0,0
19|34|44|44|,1,0,0,0,0,0
19|34|44|44|44|,1,0,0,0,0,0
19|34|44|44|46|,1,0,0,0,0,0
19|34|44|46|46|,1,0,0,0,0,0
19|37|39|,0,0,1,0,0,0
19|39|44|,1,1,0,0,0,0
19|39|44|44|,1,0,0,0,0,0
19|39|44|44|44|,1,0,0,1,0,0
19|39|44|44|46|,1,0,0,0,0,0
19|39|44|44|5|,0,0,0,1,0,0
19|39|44|46|46|,1,0,0,0,0,0
19|39|44|5|5|,0,0,0,1,0,0
19|3|31|44|44|,1,0,0,0,0,0
19|3|31|44|46|,1,0,0,0,0,0
19|3|34|44|44|,1,0,0,0,0,0
19|3|34|44|46|,1,0,0,0,0,0
19|3|39|44|44|,1,0,0,1,0,0
19|3|39|44|44|44|,0,0,0,1,0,0
19|3|39|44|44|5|,0,0,0,1,0,0
19|3|39|44|46|,1,0,0,0,0,0
19|3|39|44|5|,0,0,0,1,0,0
19|3|39|44|5|5|,0,0,0,1,0,0
19|3|3|31|44|,1,0,0,0,0,0
19|3|3|34|44|,1,0,0,0,0,0
19|3|3|39|44|,1,0,0,1,0,0
19|3|3|39|44|44|,0,0,0,1,0,0
19|3|3|39|44|5|,0,0,0,1,0,0
19|3|3|3|39|44|,0,0,0,1,0,0
19|3|3|3|40|44|,0,0,0,1,0,0
19|3|3|3|44|,1,0,0,0,1,0
19|3|3|40|44|,0,0,0,1,0,0
19|3|3|40|44|44|,0,0,0,1,0,0
19|3|3|40|44|5|,0,0,0,1,0,0
19|3|3|44|44|,1,0,0,0,0,0
19|3|40|44|44|,0,0,0,1,0,0
19|3|40|44|44|44|,0,0,0,1,0,0
19|3|40|44|44|5|,0,0,0,1,0,0
19|3|40|44|5|,0,0,0,1,0,0
19|3|40|44|5|5|,0,0,0,1,0,0
19|3|42|,0,0,1,0,0,0
19|3|43|,0,0,1,0,0,0
19|3|44|,1,0,0,0,0,0
19|3|44|44|44|,1,0,0,0,0,0
19|3|44|44|5|,1,0,0,0,0,0
19|3|67|,0,0,1,0,0,0
19|3|73|,0,0,1,0,0,0
19|40|44|44|44|,0,0,0,1,0,0
19|40|44|44|5|,0,0,0,1,0,0
19|40|44|5|5|,0,0,0,1,0,0
19|42|43|,0,0,1,0,0,0
19|42|44|,0,0,1,0,0,0
19|42|46|,0,0,1,0,0,0
19|42|5|,0,0,1,0,0,0
19|43|44|,0,0,1,0,0,0
19|43|46|,0,0,1,0,0,0
19|43|5|,0,0,1,0,0,0
19|44|,0,0,0,1,0,0
19|44|44|,1,0,0,0,0,0
19|44|67|,0,0,1,0,0,0
19|44|73|,0,0,1,0,0,0
19|46|67|,0,0,1,0,0,0
19|46|73|,0,0,1,0,0,0
19|5|,1,0,0,0,0,0
19|5|67|,0,0,1,0,0,0
19|5|73|,0,0,1,0,0,0
1|17|17|18|27|28|44|,0,0,0,1,0,0
1|17|17|18|28|29|44|,0,0,0,1,0,0
1|17|17|26|27|28|44|,0,0,0,1,0,0
1|17|17|26|28|29|44|,0,0,0,1,0,0
1|17|17|3|44|,0,0,0,1,0,0
1|17|18|18|28|28|29|,0,0,1,0,0,0
1|17|18|18|28|28|29|29|44|,0,0,1,0,0,0
1|17|18|18|28|28|29|3|44|,0,0,1,0,0,0
1|17|18|18|28|28|29|44|,0,0,0,1,0,0
1|17|18|18|28|28|29|44|44|,0,0,1,0,0,0
1|17|18|18|28|28|29|44|46|,0,0,1,0,0,0
1|17|18|18|28|28|3|,0,0,1,0,0,0
1|17|18|18|28|28|44|,0,0,1,0,0,0
1|17|18|18|28|28|46|,0,0,1,0,0,0
1|17|18|19|27|28|44|,0,0,0,1,0,0
1|17|18|19|28|29|44|,0,0,0,1,0,0
1|17|18|20|27|28|44|,0,0,0,1,0,0
1|17|18|20|28|29|44|,0,0,0,1,0,0
1|17|18|26|28|28|29|,0,0,1,0,0,0
1|17|18|26|28|28|29|29|44|,0,0,1,0,0,0
1|17|18|26|28|28|29|3|44|,0,0,1,0,0,0
1|17|18|26|28|28|29|44|,0,0,0,1,0,0
1|17|18|26|28|28|29|44|44|,0,0,1,0,0,0
1|17|18|26|28|28|29|44|46|,0,0,1,0,0,0
1|17|18|26|28|28|3|,0,0,1,0,0,0
1|17|18|26|28|28|44|,0,0,1,0,0,0
1|17|18|26|28|28|46|,0,0,1,0,0,0
1|17|18|28|29|3|44|,0,0,0,1,0,0
1|17|18|28|44|,0,0,0,1,0,0
1|17|18|29|3|37|44|,0,0,0,1,0,0
1|17|19|26|27|28|44|,0,0,0,1,0,0
1|17|19|26|28|29|44|,0,0,0,1,0,0
1|17|19|3|44|,0,0,0,1,0,0
1|17|20|26|27|28|44|,0,0,0,1,0,0
1|17|20|26|28|29|44|,0,0,0,1,0,0
1|17|26|26|28|28|29|,0,0,1,0,0,0
1|17|26|26|28|28|29|29|44|,0,0,1,0,0,0
1|17|26|26|28|28|29|3|44|,0,0,1,0,0,0
1|17|26|26|28|28|29|44|44|,0,0,1,0,0,0
1|17|26|26|28|28|29|44|46|,0,0,1,0,0,0
1|17|26|26|28|28|3|,0,0,1,0,0,0
1|17|26|26|28|28|44|,0,0,1,0,0,0
1|17|26|26|28|28|46|,0,0,1,0,0,0
1|17|26|28|29|3|44|,0,0,0,1,0,0
1|17|26|28|44|,0,0,0,1,0,0
1|17|26|29|3|37|44|,0,0,0,1,0,0
1|17|29|3|44|44|,1,0,0,0,0,0
1|17|29|44|44|44|,1,0,0,0,0,0
1|17|29|44|44|46|,1,0,0,0,0,0
1|17|29|44|44|58|,1,0,0,0,0,0
1|17|29|4|44|44|,1,0,0,0,0,0
1|18|18|18|18|28|28|29|3|44|,0,0,0,1,0,0
1|18|18|18|26|28|28|29|3|44|,0,0,0,1,0,0
1|18|18|18|28|,0,0,0,1,0,0
1|18|18|18|28|3|44|,0,0,0,1,0,0
1|18|18|18|29|3|44|,0,0,0,1,0,0
1|18|18|19|28|28|29|,0,0,1,0,0,0
1|18|18|19|28|28|29|29|44|,0,0,1,0,0,0
1|18|18|19|28|28|29|3|44|,0,0,1,0,0,0
1|18|18|19|28|28|29|44|,0,0,0,1,0,0
1|18|18|19|28|28|29|44|44|,0,0,1,0,0,0
1|18|18|19|28|28|29|44|46|,0,0,1,0,0,0
1|18|18|19|28|28|3|,0,0,1,0,0,0
1|18|18|19|28|28|44|,0,0,1,0,0,0
1|18|18|19|28|28|46|,0,0,1,0,0,0
1|18|18|20|28|28|29|,0,0,1,0,0,0
1|18|18|20|28|28|29|44|,0,0,0,1,0,0
1|18|18|20|28|28|3|,0,0,1,0,0,0
1|18|18|20|28|28|44|,0,0,1,0,0,0
1|18|18|20|28|28|46|,0,0,1,0,0,0
1|18|18|22|28|,0,0,0,1,0,0
1|18|18|25|28|28|29|29|44|,0,0,1,0,0,0
1|18|18|25|28|28|29|3|44|,0,0,1,0,0,0
1|18|18|25|28|28|29|44|44|,0,0,1,0,0,0
1|18|18|25|28|28|29|44|46|,0,0,1,0,0,0
1|18|18|26|26|28|28|29|3|44|,0,0,0,1,0,0
1|18|18|26|28|,0,0,0,1,0,0
1|18|18|26|28|3|44|,0,0,0,1,0,0
1|18|18|26|29|3|44|,0,0,0,1,0,0
1|18|18|28|28|29|44|,0,0,0,1,0,0
1|18|18|28|28|3|44|,0,0,0,1,0,0
1|18|18|28|3|37|44|,0,0,0,1,0,0
1|18|19|19|27|28|44|,0,0,0,1,0,0
1|18|19|19|28|29|44|,0,0,0,1,0,0
1|18|19|20|27|28|44|,0,0,0,1,0,0
1|18|19|20|28|29|44|,0,0,0,1,0,0
1|18|19|26|28|28|29|,0,0,1,0,0,0
1|18|19|26|28|28|29|29|44|,0,0,1,0,0,0
1|18|19|26|28|28|29|3|44|,0,0,1,0,0,0
1|18|19|26|28|28|29|44|,0,0,0,1,0,0
1|18|19|26|28|28|29|44|44|,0,0,1,0,0,0
1|18|19|26|28|28|29|44|46|,0,0,1,0,0,0
1|18|19|26|28|28|3|,0,0,1,0,0,0
1|18|19|26|28|28|44|,0,0,1,0,0,0
1|18|19|26|28|28|46|,0,0,1,0,0,0
1|18|19|28|29|3|44|,0,0,0,1,0,0
1|18|19|28|44|,0,0,0,1,0,0
1|18|19|29|3|37|44|,0,0,0,1,0,0
1|18|20|26|28|28|29|,0,0,1,0,0,0
1|18|20|26|28|28|29|44|,0,0,0,1,0,0
1|18|20|26|28|28|3|,0,0,1,0,0,0
1|18|20|26|28|28|44|,0,0,1,0,0,0
1|18|20|26|28|28|46|,0,0,1,0,0,0
1|18|20|28|29|3|44|,0,0,0,1,0,0
1|18|20|29|3|37|44|,0,0,0,1,0,0
1|18|22|26|28|,0,0,0,1,0,0
1|18|22|28|28|3|44|,0,0,0,1,0,0
1|18|22|28|3|37|44|,0,0,0,1,0,0
1|18|22|3|44|,0,0,0,1,0,0
1|18|25|26|28|28|29|29|44|,0,0,1,0,0,0
1|18|25|26|28|28|29|3|44|,0,0,1,0,0,0
1|18|25|26|28|28|29|44|44|,0,0,1,0,0,0
1|18|25|26|28|28|29|44|46|,0,0,1,0,0,0
1|18|25|28|44|,0,0,0,1,0,0
1|18|26|26|26|28|28|29|3|44|,0,0,0,1,0,0
1|18|26|26|28|,0,0,0,1,0,0
1|18|26|26|28|3|44|,0,0,0,1,0,0
1|18|26|26|29|3|44|,0,0,0,1,0,0
1|18|26|28|28|3|44|,0,0,0,1,0,0
1|18|26|28|3|37|44|,0,0,0,1,0,0
1|18|26|3|44|,0,0,0,1,0,0
1|18|28|,1,0,0,0,0,0
1|18|28|3|,1,0,0,0,0,0
1|18|28|44|,1,0,0,0,0,0
1|18|28|46|,1,0,0,0,0,0
1|18|28|4|,1,0,0,0,0,0
1|18|28|58|,1,0,0,0,0,0
1|18|29|29|44|44|,1,0,0,0,0,0
1|19|19|26|27|28|44|,0,0,0,1,0,0
1|19|19|26|28|29|44|,0,0,0,1,0,0
1|19|19|3|44|,0,0,0,1,0,0
1|19|20|26|27|28|44|,0,0,0,1,0,0
1|19|20|26|28|29|44|,0,0,0,1,0,0
1|19|25|,1,0,0,0,0,0
1|19|25|28|,1,0,0,0,0,0
1|19|26|26|28|28|29|,0,0,1,0,0,0
1|19|26|26|28|28|29|29|44|,0,0,1,0,0,0
1|19|26|26|28|28|29|3|44|,0,0,1,0,0,0
1|19|26|26|28|28|29|44|44|,0,0,1,0,0,0
1|19|26|26|28|28|29|44|46|,0,0,1,0,0,0
1|19|26|26|28|28|3|,0,0,1,0,0,0
1|19|26|26|28|28|44|,0,0,1,0,0,0
1|19|26|26|28|28|46|,0,0,1,0,0,0
1|19|26|28|29|3|44|,0,0,0,1,0,0
1|19|26|28|44|,0,0,0,1,0,0
1|19|26|29|3|37|44|,0,0,0,1,0,0
1|19|28|29|,1,0,0,0,0,0
1|19|29|,1,0,0,0,0,0
1|19|29|3|44|44|,1,0,0,0,0,0
1|19|29|44|44|44|,1,0,0,0,0,0
1|19|29|44|44|46|,1,0,0,0,0,0
1|19|29|44|44|58|,1,0,0,0,0,0
1|19|29|4|44|44|,1,0,0,0,0,0
1|1|17|18|18|28|28|,0,0,1,0,0,0
1|1|17|18|18|28|28|29|44|,0,0,1,0,0,0
1|1|17|18|26|28|28|,0,0,1,0,0,0
1|1|17|18|26|28|28|29|44|,0,0,1,0,0,0
1|1|17|26|26|28|28|,0,0,1,0,0,0
1|1|17|26|26|28|28|29|44|,0,0,1,0,0,0
1|1|17|29|44|44|,1,0,0,0,0,0
1|1|18|18|19|28|28|,0,0,1,0,0,0
1|1|18|18|19|28|28|29|44|,0,0,1,0,0,0
1|1|18|18|20|28|28|,0,0,1,0,0,0
1|1|18|18|25|28|28|29|44|,0,0,1,0,0,0
1|1|18|19|26|28|28|,0,0,1,0,0,0
1|1|18|19|26|28|28|29|44|,0,0,1,0,0,0
1|1|18|20|26|28|28|,0,0,1,0,0,0
1|1|18|25|26|28|28|29|44|,0,0,1,0,0,0
1|1|18|28|,1,0,0,0,0,0
1|1|19|26|26|28|28|,0,0,1,0,0,0
1|1|19|26|26|28|28|29|44|,0,0,1,0,0,0
1|1|19|29|44|44|,1,0,0,0,0,0
1|1|20|26|26|28|28|,0,0,1,0,0,0
1|1|22|28|,1,0,0,0,0,0
1|1|25|26|26|28|28|29|44|,0,0,1,0,0,0
1|1|25|29|44|44|,1,0,0,0,0,0
1|1|26|28|,1,0,0,0,0,0
1|20|26|26|28|28|29|,0,0,1,0,0,0
